Setcode,"Card Name ""JP (EN)""",Image,Type,Rarity,Color,LIFE/HP,Tags,Text
hBP03-083,"音乃瀬奏
(Otonose Kanade)",,1st Buzz holomem,R,Yellow,250,"#DEV_IS #ReGLOSS
#Singing","Gift: What happened?
At the end of your opponent's Performance Phase, if you lost any Life during that Performance Phase, you may send 1 cheer from your archive to this holomem.

Arts: Diva Otonose Kanade-san
Cost: 1 yellow, 3 any color
Power: 120

Extra: If this holomem is downed, you get Life-2"
hBP03-084,"ゴージャスパソコン
(Gorgeous PC)",,Support (Item),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you archive 1 of your holo Power.

Reveal 1 1st holomem with the same color as your Oshi holomem from your deck, and add it to hand. Then, shuffle the deck."
hBP03-085,"スーパーパソコン
(Super PC)",,Support (Item),U,,,,"LIMITED: Only one can be used per turn.

Look at the top 4 cards of your deck. Reveal 1 Debut holomem and 1 1st holomem from among them, and add them to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP03-086,"デュアルモニターパソコン
(Dual Monitor PC)",,Support (Item),C,,,,"LIMITED: Only one can be used per turn.

Reveal 1~2 Debut holomem with the Extra text ""You may include any number of this holomem in the deck"" from your deck, and place them on stage. Then, shuffle the deck."
hBP03-087,"コールアンドレスポンス
(Call and Response)",,Support (Event),C,,,,Reattach 1 cheer from your stage to 1 of your holomem.
hBP03-088,"凸待ち
(Call-in)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have less Life than your opponent.

If your opponent has no collab holomem, they choose 1 of their back holomem and move it to the collab position (this is not regarded as Collabing)."
hBP03-089,"ファンミーティング
(Fan Meeting)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

Reveal 1 fan from your deck, and add it to hand. Then, shuffle the deck."
hBP03-090,"ホロライブ言えるかな？
(Can you do the Hololive?)",,Support (Event),U,,,,"Look at the top 4 cards of your deck. Reveal any number of Debut holomem from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP03-091,"ホロライブインドネシア1期生
(hololive Indonesia Gen 1)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #ID Gen 1 from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP03-092,"ホロライブ0期生
(hololive Generation 0)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #Gen 0 from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP03-093,"ホロライブ4期生
(hololive Generation 4)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #Gen 4 from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP03-094,"FPS配信
(FPS stream)",,Support (Event),U,,,,"LIMITED: Only one can be used per turn.

This card can only be used if you have 6 or less cards in hand excluding this card.

Look at the top 4 cards of your deck. Reveal any number of holomem with #Shooter from among them, and add the revealed holomem to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP03-095,"ホロキャップ
(holocap)",,Support (Tool),C,,,,"◆Additional ability if attached to a Debut or Spot holomem
■The holomem this tool is attached to gets +30 HP.
■The holomem this tool is attached to does not take Special Damage from your opponent.

Only 1 tool can be attached to each of your holomem."
hBP03-096,"ライフル
(Rifle)",,Support (Tool),U,,,,"The holomem this tool is attached to gets Arts+10.

◆Additional ability if attached to a 1st or greater holomem with #Shooter
Special Damage dealt by the holomem this tool is attached to to a single opposing holomem is increased by +10.

Only 1 tool can be attached to each of your holomem."
hBP03-097,"リコーダー
(Recorder)",,Support (Tool),C,,,,"The holomem this tool is attached to gets Arts+10.

◆Additional ability if attached to a 1st or greater <Otonose Kanade>
If the holomem this tool is attached to downed your opponent's holomem, draw 1 card from your deck.

Only 1 tool can be attached to each of your holomem."
hBP03-098,"金時
(Kintoki)",,Support (Mascot),U,,,,"The holomem this mascot is attached to gets +20 HP.

◆Additional ability if attached to <Sakura Miko>
When the holomem this mascot is attached to Collabs, draw 1 card from your deck.

Only 1 mascot can be attached to each of your holomem."
hBP03-099,"マグチ
(Maguchi)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <Sakura Miko>
When the holomem this mascot is attached to Collabs, during this turn your center <Sakura Miko> gets Arts +10.

Only 1 mascot can be attached to each of your holomem."
hBP03-100,"ペロ
(Pero)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets +20 HP.

◆Additional ability if attached to <Fuwawa Abyssgard> or <Mococo Abyssgard>
The cheer requirements of all Arts of the holomem this mascot is attached to become colorless.

Only 1 mascot can be attached to each of your holomem."
hBP03-101,"ビビ
(Bibi)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets +20 HP.

◆Additional ability if attached to <Tokoyami Towa>
Special Damage dealt by the holomem this mascot is attached to to a single opposing holomem is increased by +10.

Only 1 mascot can be attached to each of your holomem."
hBP03-102,"フトイヌ
(Futoinu)",,Support (Mascot),U,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <Inugami Korone>
When the holomem this mascot is attached to Collabs, you may send 1 yellow cheer from your archive to this holomem.

Only 1 mascot can be attached to each of your holomem."
hBP03-103,"ホソイヌ
(Hosoinu)",,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <Inugami Korone>
If the holomem this mascot is attached to is downed, you may archive 1 holo Power:Return this mascot to hand.

Only 1 mascot can be attached to each of your holomem."
hBP03-104,Riscot,,Support (Mascot),C,,,,"The holomem this mascot is attached to gets Arts+10.

◆Additional ability if attached to <Ayunda Risu>
When the holomem this mascot is attached to Collabs, you may reattach 1 cheer from your other holomem to this holomem.

Only 1 mascot can be attached to each of your holomem."
hBP03-105,"ルーナイト
(Luknight)",,Support (Fan),U,,,,"During your opponent's turn, if the holomem this fan is attached to would take Damage, you may archive this fan:The holomem this fan was attached to takes -30 Damage.

You may only attach this fan to your <Himemori Luna>, and you may attach any number of this fan per holomem."
hBP03-106,SSRB,,Support (Fan),C,,,,"When the holomem this fan is attached to would archive cheer as part of their ability, you may archive this fan instead of 1 cheer.

You may only attach this fan to your <Shishiro Botan>, and you may attach any number of this fan per holomem."
hBP03-107,35P,,Support (Fan),U,,,,"■If the holomem this fan is attached to would use Arts, this fan is also regarded as a red cheer.
■If the holomem this fan is attached to is downed, your opponent may draw 1 card from their deck.

You may only attach this fan to your <Sakura Miko>, and you may attach any number of this fan per holomem."
hBP03-108,"はあとん
(Haaton)",,Support (Fan),C,,,#ShirakamiCharacter,"If the holomem this fan is attached to rolled a dice by an ability, you may archive this fan:Ignore the previous results, and reroll the dice.

You may only attach this fan to your <Akai Haato>, and you may attach any number of this fan per holomem."
hBP03-109,Ruffians,,Support (Fan),C,,,,"During your opponent's turn, if the holomem this fan is attached to is downed, you may send 1 blue cheer from your archive to your <Fuwawa Abyssgard>.

You may only attach this fan to your <Fuwawa Abyssgard> or <Mococo Abyssgard>, and you may attach any number of this fan per holomem."
hBP03-110,"ろぼさー
(Roboser)",,Support (Fan),U,,,,"■If the holomem this fan is attached to would use Arts, this fan is also regarded as a purple cheer.
■The holomem this fan is attached to gets Arts -10.

You may only attach this fan to your <Robocosan>, and you may attach any number of this fan per holomem."
hBP03-111,"ころねすきー
(Koronesuki)",,Support (Fan),C,,,,"The Baton Pass cheer cost of the holomem this fan is attached to is reduced by 1 colorless cheer.

You may only attach this fan to your <Inugami Korone>, and you may attach any number of this fan per holomem."
hBP03-112,"わためいと
(Watamate)",,Support (Fan),U,,,,"During your opponent's turn, if the holomem this fan is attached to is downed, you may reattach 1-2 yellow cheers from this holomem to your other <Tsunomaki Watame>.

You may only attach this fan to your <Tsunomaki Watame>, and you may attach any number of this fan per holomem."
hBP03-113,Risuners,,Support (Fan),C,,,,"[1/Turn]When the holomem this fan is attached to receives cheer, during this turn this holomem gets Arts +10.

You may only attach this fan to your <Ayunda Risu>, and you may attach any number of this fan per holomem."
hBP04-001,"博衣こより
(Hakui Koyori)",,Oshi holomem,OSR,White,5,,"Oshi Skill holo Power -2: Koyori Experiment
[1/Turn]During this turn, 1 of your <Hakui Koyori> with a Support Card with #KoyoLabo attached gets Arts +30.

SP Oshi Skill holo Power -2: Assisant-kun, mwah!
[1/Game]Usable if your <Hakui Koyori> with a <Koyori's Assistant-kun> attached would take Damage from the opponent during the opponent's turn:1 of those holomem takes -100 Damage.

[there is also a SEC version available, which is a signed version of the OUR]"
hBP04-002,"儒烏風亭らでん
(Juufuutei Raden)",,Oshi holomem,OSR,Green,6,,"Oshi Skill holo Power -2: The elegant one of ReGLOSS
[1/Turn]Send 1 cheer from your archive to your holomem with #ReGLOSS.

SP Oshi Skill holo Power -2: Spinning around in my spare time
[1/Game]Return 1~4 events with #Mushroom from your archive to hand. Then, for each 2 cards returned to hand, draw 1 card from your deck."
hBP04-003,"一条莉々華
(Ichijou Ririka)",,Oshi holomem,OSR,Red,5,,"Oshi Skill holo Power -3: Reach the top!
[1/Turn]If your center holomem has #ReGLOSS, deal 50 Special Damage to your opponent's collab holomem.

SP Oshi Skill holo Power -1: Kawaii! Positive! Genius!
[1/Game]Usable if your <Ichijou Ririka> is downed during your opponent's turn:Reveal 1 <Ichijou Ririka> and 1 <Struggle Meal> from your deck, and add the revealed cards to hand. Then, shuffle the deck."
hBP04-004,"雪花ラミィ
(Yukihana Lamy)",,Oshi holomem,OSR,Blue,5,,"Oshi Skill holo Power -1: Love you
[1/Turn]Usable if your holomem is downed during your opponent's turn:Return 1 fan from that holomem to hand.

SP Oshi Skill holo Power -3: Vrooooom! Baribaribaribari
[1/Game]Choose 1 of your <Yukihana Lamy>. During this turn, Special Damage dealt by the chosen holomem to a single opposing holomem is increased by +100. When the chosen holomem downs your opponent's holomem during this turn, draw 2 cards from your deck.

[there is also a SEC version available, which is a signed version of the OUR]"
hBP04-005,"ラプラス・ダークネス
(La+ Darknesss)",,Oshi holomem,OSR,Purple,5,,"Oshi Skill holo Power -2: Leader's work
[1/Turn]During this turn, whenever you roll a dice 3 times as part of a single ability, regard all numbers on the faces of your dice as 5.

SP Oshi Skill holo Power -3: We are Secret Society holoX!
[1/Game]During this turn, the Arts of 1 of your holomem with #holoX can be used with no cheer requirement.

[there is also a SEC version available, which is a signed version of the OUR]"
hBP04-006,"大空スバル
(Oozora Subaru)",,Oshi holomem,OSR,Yellow,5,,"Oshi Skill holo Power -2: Mental! Physical! Passion!
[1/Turn]Usable if your <Oozora Subaru> would take Damage from the opponent during the opponent's turn:All of your <Oozora Subaru> take -30 Damage.

SP Oshi Skill holo Power -2: Reaction Arts
[1/Game]Usable if your Life is 3 or less:During this turn, your center <Oozora Subaru> gets Arts +100.

[there is also a SEC version available, which is a signed version of the OUR]"
hBP04-007,"アーニャ・メルフィッサ
(Anya Melfissa)",,Oshi holomem,OSR,Yellow,5,,"Oshi Skill holo Power -2: Mystical Ritual
[1/Turn]Reveal 1 <Ancient Weapon> from your deck, and attach it to your holomem. Then, shuffle the deck.

SP Oshi Skill holo Power -2: Those who think about life will win
[1/Game]Send 1 cheer from your archive to each of your holomem with an <Ancient Weapon> attached."
hBP04-008,"博衣こより
(Hakui Koyori)",,Debut holomem,C,White,100,"#JP #holoX
#Kemomimi","Arts: Konkoyo
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP04-009,"博衣こより
(Hakui Koyori)",,Debut holomem,U,White,100,"#JP #holoX
#Kemomimi","Arts: Oh, you poor souls lost within an eternal cycle
Cost: 1 any color
Power: 20
Look at the top 3 cards of your deck. Reveal 1 [Debut holomem with #holoX or Support Card with #KoyoLabo] from among them, and add it to hand. Then, return the remaining cards to the bottom of the deck in any order."
hBP04-010,"博衣こより
(Hakui Koyori)",,1st holomem,C,White,160,"#JP #holoX
#Kemomimi","Arts: Assistant-kun, you seem tired?
Cost: 1 any color
Power: 40

Arts: Will you sleep with me?
Cost: 1 white, 1 any color
Power: 60"
hBP04-011,"博衣こより
(Hakui Koyori)",,1st holomem,U,White,140,"#JP #holoX
#Kemomimi","Arts: Assistant-kun, watch out!
Cost: 1 any color
Power: 30
You may attach 1 <Koyori's Assistant-kun> from your archive to your other <Hakui Koyori>."
hBP04-012,"博衣こより
(Hakui Koyori)",,1st holomem,R,White,140,"#JP #holoX
#Kemomimi","Bloom Effect: Hai! Hai! Hai! Hai!
Reveal 1 Support Card with #KoyoLabo from your deck, and add it to hand. Then, shuffle the deck.

Arts: Assistant-kun and Koyo will always be together!
Cost: 1 white
Power: 30
If a <Koyori's Assistant-kun> is attached to this holomem, draw 1 card from your deck."
hBP04-013,"博衣こより
(Hakui Koyori)",,2nd holomem,RR,White,200,"#JP #holoX
#Kemomimi","Gift: Never give up!
When this holomem downs your opponent's holomem, put the top card of your deck to holo Power. Then, look at your holo Power, reveal 1 card from among them, and add it to hand. Then, shuffle your holo Power.

Arts: Life of Koyori
Cost: 1 white, 2 any color
Power: 160, +50 vs Green
If a Support Card with #KoyoLabo is attached to this holomem, reveal 1 Support Card with #KoyoLabo from your deck, and add it to hand. Then, shuffle the deck."
hBP04-014,"白上フブキ
(Shirakami Fubuki)",,2nd holomem,R,White,200,"#JP #Gen 1 #Gamers
#Kemomimi #Painting","Bloom Effect: Please come back
You may return 1~2 cards with #ShirakamiCharacter from your archive to hand.

Arts: My special someone
Cost: 1 white, 2 any color
Power: 100+, +50 vs Green
If your stage has a holomem with #Gamers other than <Shirakami Fubuki>, this Arts gets +50."
hBP04-015,IRyS,,1st Buzz holomem,R,White,230,"#EN #Promise
#Singing","Arts: The Race Queen
Cost: 1 white, 1 any color
Power: 30+
This Arts gets +10 for each of your holomem with #Promise. However, only up to 4 holomem are counted.

Extra: If this holomem is downed, you get Life-2"
hBP04-016,"ラオーラ・パンテーラ
(Raora Panthera)",,Debut holomem,C,White,100,"#EN #Justice
#Kemomimi #Painting","Arts: Ciaora
Cost: 1 any color
Power: 10
If there are 5 or less holomem on your stage, you may reveal 1 Spot holomem with #Justice from your deck, and place it on stage. Then, shuffle the deck.

Extra: You may include any number of this holomem in the deck"
hBP04-017,"ラオーラ・パンテーラ
(Raora Panthera)",,1st holomem,C,White,150,"#EN #Justice
#Kemomimi #Painting","Arts: Pink panther of Justice
Cost: 1 any color
Power: 40"
hBP04-018,"ラオーラ・パンテーラ
(Raora Panthera)",,1st holomem,U,White,140,"#EN #Justice
#Kemomimi #Painting","Bloom Effect: The Artist with the God Eyes
During this turn, 1 of your holomem with #Painting gets Arts +20.

Arts: Information gathering is a breeze
Cost: 2 any color
Power: 50"
hBP04-019,"ラオーラ・パンテーラ
(Raora Panthera)",,2nd holomem,R,White,190,"#EN #Justice
#Kemomimi #Painting","Collab Effect: Currently gathering information
Look at the top 3 cards of your deck. Reveal 1 holomem with #Painting from among them, and add it to hand. Then, return the remaining cards to the bottom of the deck in any order.

Arts: Art Streamer
Cost: 3 any color
Power: 70+, +50 vs red
[Collab position only]If your center holomem has #Painting, this Arts gets +80."
hBP04-020,"儒烏風亭らでん
(Juufuutei Raden)",,Debut holomem,C,Green,110,"#DEV_IS #ReGLOSS
#Alcohol","Arts: The Juufuutei Group's curtain raiser and apprentice!
Cost: 1 any color
Power: 20

Arts: I am Juufuutei Raden!
Cost: 1 Green, 1 any color
Power: 40

Extra: You may include any number of this holomem in the deck"
hBP04-021,"儒烏風亭らでん
(Juufuutei Raden)",,Debut holomem,U,Green,90,"#DEV_IS #ReGLOSS
#Alcohol","Collab Effect: Bringing you learning and fun
If you have used an event with #Mushroom this turn, restore 20 HP to 1 of your holomem with #ReGLOSS.

Arts: Raden on standby
Cost: 1 any color
Power: 30"
hBP04-022,"儒烏風亭らでん
(Juufuutei Raden)",,1st holomem,C,Green,160,"#DEV_IS #ReGLOSS
#Alcohol","Arts: Knowledgeable Tsukkomi
Cost: 1 green
Power: 30

Arts: Well, that's about it
Cost: 1 green, 1 any color
Power: 50"
hBP04-023,"儒烏風亭らでん
(Juufuutei Raden)",,1st holomem,U,Green,130,"#DEV_IS #ReGLOSS
#Alcohol","Gift: ReGLOSS's hype squad and jokester
If this holomem is downed during your opponent's turn, you may reattach 1 cheer from this holomem to your other holomem with #ReGLOSS.

Arts: Chief of story time
Cost: 1 any color
Power: 40"
hBP04-024,"儒烏風亭らでん
(Juufuutei Raden)",,1st holomem,R,Green,170,"#DEV_IS #ReGLOSS
#Alcohol","Gift: Calm and collected
[Center position only]During your opponent's Main Phase, this holomem's HP cannot be changed or reduced by your opponent's abilities.

Arts: Cheers Rumination
Cost: 1 green
Power: 30
You may send 1 cheer from your archive to this holomem."
hBP04-025,"儒烏風亭らでん
(Juufuutei Raden)",,2nd holomem,RR,Green,200,"#DEV_IS #ReGLOSS
#Alcohol","Collab Effect: Tradition and innovation
Reveal 1 event with #Mushroom from your deck, and add it to hand. Then, shuffle the deck.

Arts: And now for the next act
Cost: 2 green, 2 any color
Power: 140+, +50 vs White
If your oshi holomem is <Juufuutei Raden>, you may choose 2 of your back holomem and reattach 1 cheer from this holomem to each of them:This Arts gets +30."
hBP04-026,"大神ミオ
(Ookami Mio)",,2nd holomem,R,Green,190,"#JP #Gamers
#Kemomimi #Cooking","Bloom Effect: Fubuki is a special someone
If your Oshi holomem is <Shirakami Fubuki>, reveal 1 white cheer from your cheer deck, and send it to your <Shirakami Fubuki>. Then, shuffle the cheer deck.

Arts: Did our house belong to Fubuki?
Cost: 1 green, 2 any color
Power: 100+, +50 vs white
If your stage has a holomem with #Gamers other than <Ookami Mio>, this Arts gets +50."
hBP04-027,"パヴォリア・レイネ
(Pavolia Reine)",,1st holomem,R,Green,130,"#ID #ID Gen 2 #Bird
#Painting","Bloom Effect: HOLORO
Send the top card of your cheer deck to your <Kureiji Ollie> or <Anya Melfissa>.

Arts: Terima Kasih
Cost: 1 green
Power: 30"
hBP04-028,"セシリア・イマーグリーン
(Cecilia Immergreen)",,Debut holomem,C,Green,100,"#EN #Justice
#Languages","Arts: The Melody of Justice
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP04-029,"セシリア・イマーグリーン
(Cecilia Immergreen)",,1st holomem,C,Green,160,"#EN #Justice
#Languages","Arts: Ancient Automaton
Cost: 2 any color
Power: 60"
hBP04-030,"セシリア・イマーグリーン
(Cecilia Immergreen)",,1st holomem,U,Green,130,"#EN #Justice
#Languages","Bloom Effect: I came up with a new melody
You may choose 1~2 cheers from your stage, and reattach them to your holomem as you choose.

Arts: Would you like to listen?
Cost: 1 green, 1 any color
Power: 50"
hBP04-031,"セシリア・イマーグリーン
(Cecilia Immergreen)",,2nd holomem,R,Green,200,"#EN #Justice
#Languages","Gift: Tea across the sea
If there are any holomem on your opponent's stage with #JP or #ID, this holomem gets Arts +30.

Arts: Multilingual
Cost: 1 green, 1 any color
Power: 80, +50 vs Yellow
Reveal 1 cheer from your cheer deck with the same color as 1 of your back holomem with #Languages, and send it to that holomem. Then, shuffle the cheer deck."
hBP04-032,"一条莉々華
(Ichijou Ririka)",,Debut holomem,C,Red,100,"#DEV_IS #ReGLOSS
#Cooking #Languages","Arts: Kon-riri
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP04-033,"一条莉々華
(Ichijou Ririka)",,Debut holomem,U,Red,120,"#DEV_IS #ReGLOSS
#Cooking #Languages","Arts: Ririka on standby
Cost: 1 Red
Power: 20

Arts: Limit Over
Cost: 1 red, 1 any color
Power: 30
If you have used a <Struggle Meal> this turn, deal 20 Special Damage to your opponent's collab holomem."
hBP04-034,"一条莉々華
(Ichijou Ririka)",,1st holomem,C,Red,170,"#DEV_IS #ReGLOSS
#Cooking #Languages","Arts: Let's Dance
Cost: 1 red
Power: 40

Arts: Subscribe or Die!
Cost: 1 red, 1 any color
Power: 60"
hBP04-035,"一条莉々華
(Ichijou Ririka)",,1st holomem,U,Red,130,"#DEV_IS #ReGLOSS
#Cooking #Languages","Bloom Effect: Struggle Meal Chef
You may return 1 <Struggle Meal> from your archive to hand.

Arts: Presidential Punch
Cost: 2 red
Power: 50
Deal 20 Special Damage to your opponent's collab holomem."
hBP04-036,"一条莉々華
(Ichijou Ririka)",,1st holomem,R,Red,140,"#DEV_IS #ReGLOSS
#Cooking #Languages","Bloom Effect: Delicious food all to myself
Deal 20 Special Damage to your opponent's collab holomem.

Arts: eheheh
Cost: 1 any color
Power: 30
If this Arts is targeting your opponent's collab holomem, draw 1 card from your deck."
hBP04-037,"一条莉々華
(Ichijou Ririka)",,2nd holomem,RR,Red,200,"#DEV_IS #ReGLOSS
#Cooking #Languages","Bloom Effect: KPG
You may roll a dice once:If it is 4 or greater, and your opponent has no collab holomem, they choose one of their back holomem and move it to the collab position (this is not regarded as Collabing).

Arts: Oh? You want a fight?
Cost: 1 red, 2 any color
Power: 80, +50 vs yellow
Deal 50 Special Damage to your opponent's center holomem. Then, if you have used a <Struggle Meal> this turn, deal 30 Special Damage to your opponent's center holomem or collab holomem."
hBP04-038,"宝鐘マリン
(Houshou Marine)",,2nd holomem,R,Red,200,#JP #Gen 3 #Painting #Sea,"Bloom Effect: I wonder if they saw that!!♥♡
Deal 10 damage to your opponent's center holomem and collab holomem.

Arts: Risqué♥♥
Cost: 1 red, 1 any color
Power: 50+, +50 vs green
This Arts gets +20 for each holomem stacked to this one."
hBP04-039,"カエラ・コヴァルスキア
(Kaela Kovalskia)",,Debut holomem,C,Red,120,#ID #ID Gen 3,"Arts: Ohaela
Cost: 1 any color
Power: 20

Extra: You may include any number of this holomem in the deck"
hBP04-040,"カエラ・コヴァルスキア
(Kaela Kovalskia)",,1st holomem,C,Red,170,#ID #ID Gen 3,"Arts: When Life is Hard
Cost: 1 any color
Power: 30

Arts: DAHLAH
Cost: 1 red, 1 any color
Power: 50"
hBP04-041,"カエラ・コヴァルスキア
(Kaela Kovalskia)",,1st holomem,U,Red,130,#ID #ID Gen 3,"Bloom Effect: JDON my soul
You may return 1 tool from your archive to hand.

Arts: Silent laughter
Cost: 1 any color
Power: 20"
hBP04-042,"カエラ・コヴァルスキア
(Kaela Kovalskia)",,1st Buzz holomem,RR,Red,240,#ID #ID Gen 3,"Arts: holoh3ro
Cost: 1 red
Power: 30
If your stage has any other holomem with #ID Gen 3, draw 1 card from your deck.

Arts: Seal of approval
Cost: 1 red, 2 any color
Power: 90
If a tool with #Kaela'sArms is attached to any of your holomem, deal 30 Special Damage to your opponent's collab holomem.

Extra: If this holomem is downed, you get Life-2"
hBP04-043,"雪花ラミィ
(Yukihana Lamy)",,Debut holomem,C,Blue,90,"#JP #Gen 5 #Half-Elf
#Alcohol","Arts: Kon-Lamy
Cost: 1 any color
Power: 20
Deal 10 damage to 1 of your opponent's holomem. However, your opponent's Life does not reduce even if downed.

Extra: You may include any number of this holomem in the deck"
hBP04-044,"雪花ラミィ
(Yukihana Lamy)",,Debut holomem,U,Blue,80,"#JP #Gen 5 #Half-Elf
#Alcohol","Collab Effect: Snow flower
If there are no <Yukimin> attached to any <Yukihana Lamy> on your stage, reveal 1 <Yukimin> from your deck, and attach it to your <Yukihana Lamy>. Then, shuffle the deck.

Arts: uu...
Cost: 1 any color
Power: 30"
hBP04-045,"雪花ラミィ
(Yukihana Lamy)",,1st holomem,C,Blue,150,"#JP #Gen 5 #Half-Elf
#Alcohol","Arts: Otsu-Lamy
Cost: 1 blue
Power: 30

Arts: I can't beat the boss!
Cost: 1 blue, 1 any color
Power: 50"
hBP04-046,"雪花ラミィ
(Yukihana Lamy)",,1st holomem,U,Blue,130,"#JP #Gen 5 #Half-Elf
#Alcohol","Arts: I'll do my best!
Cost: 1 any color
Power: 30
If a fan is attached to any holomem on your stage, deal 10 Special Damage to 1 of your opponent's holomem."
hBP04-047,"雪花ラミィ
(Yukihana Lamy)",,1st holomem,R,Blue,120,"#JP #Gen 5 #Half-Elf
#Alcohol","Collab Effect: fleur
If a <Yukimin> is attached to any <Yukihana Lamy> on your stage, deal 20 Special Damage to 1 of your opponent's holomem. However, your opponent's Life does not reduce even if downed.

Arts: Sparkling Snow Bouquet
Cost: 1 blue, 1 any color
Power: 50"
hBP04-048,"雪花ラミィ
(Yukihana Lamy)",,2nd holomem,RR,Blue,190,"#JP #Gen 5 #Half-Elf
#Alcohol","Bloom Effect: Daughter of Unylia
Send the top card of your cheer deck to your <Yukihana Lamy> with a <Yukimin> attached.

Arts: May you be blessed today too
Cost: 1 blue, 2 any color
Power: 130, +50 vs Red
You may archive 1 cheer from this holomem:Deal 30 Special Damage to your opponent's center holomem or 1 of their back holomem."
hBP04-049,"ムーナ・ホシノヴァ
(Moona Hoshinova)",,2nd holomem,R,Blue,190,"#ID #ID Gen 1
#Singing","Arts: Moon and star stage
Cost: 1 any color
Power: 50, +50 vs white

Arts: Shining Moon
Cost: 1 blue, 2 any color
Power: 80+, +50 vs white
Deal 20 Special Damage to 1 of your opponent's back holomem. Then, if your stage has a holomem with a color other than this holomem's color, this Arts gets +50."
hBP04-050,"シオリ・ノヴェラ
(Shiori Novella)",,Debut holomem,C,Blue,110,#EN #Advent,"Arts: Shiori~n!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP04-051,"シオリ・ノヴェラ
(Shiori Novella)",,1st holomem,C,Blue,150,#EN #Advent,"Arts: Don't you think that's a wonderful story?
Cost: 1 blue
Power: 30

Arts: Endless thirst for knowledge
Cost: 2 any color
Power: 50"
hBP04-052,"シオリ・ノヴェラ
(Shiori Novella)",,1st holomem,U,Blue,120,#EN #Advent,"Bloom Effect: Prison break plan
Deal 20 Special Damage to 1 of your opponent's back holomem. However, your opponent's Life does not reduce even if downed.

Arts: Fascinating Story
Cost: 1 any color
Power: 20"
hBP04-053,"シオリ・ノヴェラ
(Shiori Novella)",,1st Buzz holomem,RR,Blue,230,#EN #Advent,"Bloom Effect: Forbidden Knowledge
Send the top card of your cheer deck to your holomem with #EN.

Arts: Memory Bookmark
Cost: 1 blue, 2 any color
Power: 70
You may reveal the top card of your holo Power:If the revealed card is a holomem with #EN, deal 20 Special Damage to 1 of your opponent's holomem. Then, return the revealed card face down to the bottom of your holo Power.

Extra: If this holomem is downed, you get Life-2"
hBP04-054,"ラプラス・ダークネス
(La+ Darknesss)",,Debut holomem,C,Purple,100,#JP #holoX #Shooter,"Arts: Heed my call!
Cost: 1 any color
Power: 30

Extra: You may include any number of this holomem in the deck"
hBP04-055,"ラプラス・ダークネス
(La+ Darknesss)",,Debut holomem,U,Purple,100,#JP #holoX #Shooter,"Collab Effect: Kneel before me!
You may roll a dice once:If it is 3 or greater, rest 1 of your opponent's back holomem.

Arts: We are the ones who rule planet Eden!
Cost: 1 purple
Power: 30+
This Arts gets +10 for each of your opponent's resting holomem."
hBP04-056,"ラプラス・ダークネス
(La+ Darknesss)",,1st holomem,C,Purple,160,#JP #holoX #Shooter,"Arts: I love strawberries!
Cost: 1 purple
Power: 40

Arts: Thank you as always, Plusmates
Cost: 2 purple
Power: 70"
hBP04-057,"ラプラス・ダークネス
(La+ Darknesss)",,1st holomem,U,Purple,130,#JP #holoX #Shooter,"Bloom Effect: holoX Meeting
You may roll a dice once:If it is odd, return 1 holomem with #holoX from your archive to hand. If it is even, return 1 holomem with #holoX from your archive to the top of your deck.

Arts: I'll show you the best performance!!
Cost: 1 any color
Power: 40"
